StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q28,Q26,Q3,Q4,Q5,Q5_2_TEXT,Q6,Q7,Q8,Q8_9_TEXT,Q9,Q11,Q12,Q25,Q16,Q13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q14,Q17,Q18,Q18_3_TEXT,Q19,Q19_3_TEXT,Q20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_7_TEXT,Q23,PROLIFIC_PID
2022-06-24 19:37:19,2022-06-24 19:40:20,IP Address,197.94.60.105,100,180,True,2022-06-24 19:40:20,R_2dgPAtiuxVVMK6d,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,6140ee83801ff38eecb48742,46,Male,South Africa,,Cape Town,Cape Town,Diploma,,No,Yes,Yes,,foe the safety of myself and other around me,I am going to take the vaccine booster,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,,Scientific research papers,,,,6140ee83801ff38eecb48742
2022-06-24 19:48:53,2022-06-24 19:52:13,IP Address,41.116.14.49,100,200,True,2022-06-24 19:52:13,R_2xz2Osu0NinzRGG,,,,,-26.1833,28.3167,anonymous,EN,Agree,Yes,616360741ccc5f35ab5ca6ce,22,Female,South Africa,,"Kempton Park ","Kempton Park ",Bachelor Degree,,No,Yes,No,"Not sure about it and it's side effects ",,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,616360741ccc5f35ab5ca6ce
2022-06-24 19:53:35,2022-06-24 20:00:59,IP Address,105.245.116.69,100,444,True,2022-06-24 20:00:59,R_2foBebj1SDQWgXC,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,612cccaadceeda863f701113,22,Female,South Africa,,Mbombela,Mbombela,Bachelor Degree,,Yes,Yes,No,I'm sensitive when comes needles,,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,,,,,,No comments,612cccaadceeda863f701113
2022-06-24 20:19:35,2022-06-24 20:24:39,IP Address,197.86.196.106,100,303,True,2022-06-24 20:24:39,R_3RdVZ9rNFGHe794,,,,,-33.0354,27.9159,anonymous,EN,Agree,Yes,615df07e6b6e10d3442d0ee9,24,Male,South Africa,,"East London ",King Williams Town,Diploma,,No,Yes,No,"Propaganda ",,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Often,No,No,,No,,More people who have been vaccinated,,,,Facebook or other social media,,Scientific research papers,,,,615df07e6b6e10d3442d0ee9
2022-06-24 20:34:45,2022-06-24 20:40:39,IP Address,41.13.80.183,100,353,True,2022-06-24 20:40:39,R_1dFx4XRu31CV9ac,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,60f38f94b789eee75b769c34,23,Male,South Africa,,EMBALENHLE,EMBALENHLE,Bachelor Degree,,No,Yes,No,I believe I'm healthy enough to survive the COVID flu and I don't trust the effects of the vaccine long term.,,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,Scientific research papers,,,,60f38f94b789eee75b769c34
2022-06-24 20:50:53,2022-06-24 20:57:42,IP Address,41.150.242.73,100,408,True,2022-06-24 20:57:42,R_1HnOEKuyqcTZtdd,,,,,-23.8783,29.4326,anonymous,EN,Agree,Yes,60f3c726230d6dc77da76ef3,28,Male,South Africa,,"Ventersdorp ",Sasolburg,Matric,,No,I don't remember,No,"I just didn't trust the vaccine. I am very careful when it comes to my body and wellbeing so I did some research and I just didn't trust it. There is a lot of negativity around the vaccinations. ",,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,,,,,,60f3c726230d6dc77da76ef3
2022-06-24 21:01:21,2022-06-24 21:04:45,IP Address,41.150.208.49,100,204,True,2022-06-24 21:04:46,R_2TnmTKp6XJti1Ir,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,61150dddbf0b47b7de71f4c4,24,Male,South Africa,,Midrand,Midrand,Honours Degree,,No,Yes,Yes,,To protect myself,Yes,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,YouTube,,Government,,,,None,61150dddbf0b47b7de71f4c4
2022-06-24 21:01:39,2022-06-24 21:05:10,IP Address,41.13.5.225,100,211,True,2022-06-24 21:05:10,R_10BDhCAeJ2YLIpg,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,606eeeb1b22794e6357aff7f,21,Male,South Africa,,Johannesburg,Johannesburg,Matric,,No,Yes,Yes,,The effects of covid would be less severe.,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Often,Yes,Yes,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,,606eeeb1b22794e6357aff7f
2022-06-24 21:02:57,2022-06-24 21:08:15,IP Address,197.234.153.111,100,318,True,2022-06-24 21:08:15,R_1i2sigwIhYAz4po,,,,,-26.2135,28.1858,anonymous,EN,Agree,Yes,6150e817533ea8f02c003704,20,Male,South Africa,,Boksburg,Germiston,Matric,,No,Yes,Yes,,"In order to prevent myself from getting infected ",I am still deciding,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Extremely often,No,No,,No,,More people who have been vaccinated,,,,,Government,,,,,6150e817533ea8f02c003704
2022-06-24 21:25:09,2022-06-24 21:28:42,IP Address,102.249.5.22,100,213,True,2022-06-24 21:28:42,R_1LmOdKMsupWBYA1,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,61530859d3657e63ee74cbfd,30,Male,South Africa,,Durban,Durban,Matric,,Yes,No,No,I never saw the need for it,,,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,,,,,,,Other,"Internet research ",,61530859d3657e63ee74cbfd
2022-06-24 21:28:29,2022-06-24 21:34:33,IP Address,41.114.223.9,100,363,True,2022-06-24 21:34:33,R_26aNfwVuLaO4Lhn,,,,,-33.9672,25.5785,anonymous,EN,Agree,Yes,611f98e260d965b724ec34d7,33,Male,Other,Nigerian,Alice,Alice,Masters,,No,Yes,Yes,,I chose to take the vaccine so that I could prevent myself from having covid-19,I am still deciding,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Extremely often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,Scientific research papers,,,,611f98e260d965b724ec34d7
2022-06-24 21:32:40,2022-06-24 21:37:34,IP Address,102.129.63.196,100,294,True,2022-06-24 21:37:34,R_sSCqA15DZb0xoUV,,,,,-26.7005,27.8179,anonymous,EN,Agree,Yes,615e937540a58639b70e2300,24,Male,South Africa,,Vereeniging,Pretoria,Matric,,No,Yes,No,I wasn't satisfied with the information given regarding all vaccines.,,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Often,Yes,No,,No,,I am not sure,"News channels, eg. eNCA",,,,Government,Scientific research papers,,,,615e937540a58639b70e2300
2022-06-24 21:48:31,2022-06-24 21:54:12,IP Address,197.184.183.162,100,341,True,2022-06-24 21:54:13,R_2eXzY8L71WzQsyV,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61139ce2816e4bffeed452f9,34,Male,South Africa,,Florida,Soweto,Bachelor Degree,,No,Yes,No,"I refuse to take the vaccine as it has not been studied long enough. This was rushed through for money making and greed, the vaccine has so many adverse effects and yet people still blame it on underlying conditions. Why did Pfizer try to block documents from the public for so many years? And when those files were revealed it showed all the bad side effects from this vaccine. Now we have so many athletes developing heart conditions, a family member of mine suddenly has asthma and an allergy to nuts at the age of 42.
The vaccine was a money making scheme and I refuse to be apart of it, I've never gotten covid ",,,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,,61139ce2816e4bffeed452f9
2022-06-24 22:02:09,2022-06-24 22:04:48,IP Address,196.61.229.103,100,159,True,2022-06-24 22:04:48,R_33dIFR0YujGUo1t,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6165b3e41d0516adf080a343,21,Male,South Africa,,Bloemfontein,Durban,Matric,,No,Yes,Yes,,My university instructed me to take the vaccine in order to gain access to campus.,No,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither too much nor too little,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,,,,,6165b3e41d0516adf080a343
2022-06-24 22:34:20,2022-06-24 22:37:15,IP Address,197.184.177.248,100,175,True,2022-06-24 22:37:16,R_3PbPKEIyeCKFuaB,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60e774e74073189723cf7d81,26,Male,South Africa,,Johannesburg,Welkom,Matric,,No,No,Yes,,In order to travel,No,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,,,,,60e774e74073189723cf7d81
2022-06-24 23:19:00,2022-06-24 23:30:04,IP Address,41.164.129.221,100,663,True,2022-06-24 23:30:04,R_3256ulSK4rxqCpR,,,,,-33.5864,22.2014,anonymous,EN,Agree,Yes,615ad7b73e38e588075b5942,30,Prefer not to say,South Africa,,"Oudtshoorn ","Kimberley ",Diploma,,No,I don't remember,No,"Personally I have a strong immune system,I would've rather taken my chances with the virus than to put a drug I have no idea how it'll change my biological structure..in a nut shell I would have rather had a natural vaccine from the virus than to take a jab of a drug ibdidnt know how it worked ",,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Sometimes,No,Other,"It should be a choice in fact it's my right ",Other,"It's the same as workers they have rights same as school/university students that human right of having a choice shouldn't be taken away ",More people who have not been vaccinated,,,,,,,Other,"Blogs and podcast ",,615ad7b73e38e588075b5942
2022-06-24 23:27:18,2022-06-24 23:32:30,IP Address,105.225.48.108,100,312,True,2022-06-24 23:32:30,R_sM80mC0zFx7eS09,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,6162e0832959c48858e5e559,21,Male,South Africa,,Cape town,Cape town,Matric,,No,Yes,No,I feel it is pointless unsafe and not worththe risk,,,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither too much nor too little,No,No,,No,,I am not sure,"News channels, eg. eNCA",,,,,,,,,6162e0832959c48858e5e559
2022-06-25 05:14:05,2022-06-25 05:17:43,IP Address,41.144.68.189,100,218,True,2022-06-25 05:17:43,R_1fZwlOSqRuWVNci,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61671ecff6a6efdc1abf474c,27,Male,South Africa,,"Johannesburg ","Johannesburg ",Bachelor Degree,,No,I don't remember,No,"For religious reasons ",,,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,Facebook or other social media,Government,Scientific research papers,,,,61671ecff6a6efdc1abf474c
2022-06-25 05:29:59,2022-06-25 05:33:23,IP Address,41.13.24.145,100,203,True,2022-06-25 05:33:23,R_ONoUf4RUtnw2xQl,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6153102d3765f3fef8e7ad30,25,Male,South Africa,,"Cape Town ","Kimberley ",Matric,,No,Yes,Yes,,To protect myself and family from the deadly repercussions of the virus.,Yes,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,Facebook or other social media,Government,,,,,6153102d3765f3fef8e7ad30
2022-06-25 05:43:19,2022-06-25 05:48:28,IP Address,105.245.116.7,100,309,True,2022-06-25 05:48:29,R_2CfGFrBVgZWOixX,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,6167345afad8926aaf344f96,27,Male,South Africa,,"Johannesburg ","Johannesburg ",Diploma,,No,Yes,No,"The vaccine came solution came too quick, no real time to test the long term side effects Making me skeptical, and uncomfortable. ",,,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,"Thank you for the opportunity ",6167345afad8926aaf344f96
2022-06-25 07:05:28,2022-06-25 07:10:03,IP Address,41.216.204.223,100,274,True,2022-06-25 07:10:03,R_3Hi9yGt83bKPaCi,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,60ecb09e5a3860ba0c81fdd8,22,Male,South Africa,,CAPE TOWN,CAPE TOWN,Diploma,,No,I don't remember,No,I don not feel like it was necessary,,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60ecb09e5a3860ba0c81fdd8
2022-06-25 07:07:44,2022-06-25 07:10:58,IP Address,197.184.183.45,100,193,True,2022-06-25 07:10:58,R_1gIKggZXbURkuh4,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6168f173cde8d436bd3aa2fb,36,Male,South Africa,,"Pretoria ","Pretoria ",Matric,,Yes,Yes,No,Was a bit sceptical about vaccine,,,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,6168f173cde8d436bd3aa2fb
2022-06-25 09:07:22,2022-06-25 09:12:09,IP Address,102.69.208.229,100,287,True,2022-06-25 09:12:09,R_1Cx2HPpKFmjgadk,,,,,-25.6608,27.2526,anonymous,EN,Agree,Yes,5f5c9b80b79c5f02b7eb3968,23,Male,South Africa,,"Rustenburg ",Rustenburg,Bachelor Degree,,No,Yes,Yes,,"I wanted to reduce the effects of covid 19 if I ever got infected with it. ",I am still deciding,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,5f5c9b80b79c5f02b7eb3968
2022-06-25 10:53:03,2022-06-25 10:55:09,IP Address,41.13.243.211,100,126,True,2022-06-25 10:55:10,R_3EKkqRo13u5qXf4,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,60df94355f967da1e722016b,36,Male,South Africa,,Cape Town,Cape Town,Diploma,,No,Yes,Yes,,"Wanted to travel ",I am still deciding,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,,,,Facebook or other social media,,,,,,60df94355f967da1e722016b
2022-06-25 11:49:29,2022-06-25 11:53:03,IP Address,196.201.239.5,100,213,True,2022-06-25 11:53:03,R_2QQb2KOaBH9c1pS,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,615ef084d632a967dc4df0e2,30,Male,South Africa,,Pretoria,Barberton,Honours Degree,,No,Yes,Yes,,prevent easy spread of covid-19,I am going to take the vaccine booster,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,Facebook or other social media,Government,Scientific research papers,,,,615ef084d632a967dc4df0e2
2022-06-25 12:28:04,2022-06-25 12:35:40,IP Address,163.116.164.119,100,455,True,2022-06-25 12:35:40,R_1pT3BTnVGDk45VC,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,611d536ddb9f47309f2815a3,37,Male,South Africa,,Johannesburg,east london,Bachelor Degree,,Yes,Yes,Yes,,was required at work,No,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,611d536ddb9f47309f2815a3
2022-06-25 13:11:37,2022-06-25 13:11:52,Survey Preview,,100,15,True,2022-06-25 13:11:52,R_9BSxwKVrFe581H3,,,,,-25.7599,28.2604,preview,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25 13:12:01,2022-06-25 13:12:06,Survey Preview,,100,4,True,2022-06-25 13:12:06,R_3qfEoe74TX9P97X,,,,,-25.7599,28.2604,preview,EN,I do not wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25 13:18:23,2022-06-25 13:18:30,IP Address,169.1.101.102,100,6,True,2022-06-25 13:18:30,R_1kLlC9bMcMtpZtJ,,,,,-25.7599,28.2604,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b16e9d6061f209a839f7bb
2022-06-25 13:18:33,2022-06-25 13:18:37,IP Address,169.1.101.102,100,4,True,2022-06-25 13:18:38,R_29n9yDwNjGivqBJ,,,,,-25.7599,28.2604,anonymous,EN,I do not wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b16e9d6061f209a839f7bb
2022-06-25 13:19:54,2022-06-25 13:23:01,IP Address,41.113.244.194,100,186,True,2022-06-25 13:23:01,R_XyOVycElOj12QJH,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60e0a24222956e49426c7aae,20,Male,South Africa,,Bloemfontein,BETHLEHEM,Matric,,No,Yes,Yes,,just so i can access university,I am still deciding,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,60e0a24222956e49426c7aae
2022-06-25 13:20:16,2022-06-25 13:23:05,IP Address,197.184.181.237,100,169,True,2022-06-25 13:23:06,R_WrjEXcQ3RCR35Kh,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60f6acaed2336346c8997195,23,Male,Other,zimbabwe,Pretoria,Harare,Bachelor Degree,,No,I don't remember,No,Because i was so afraid of the after effects,,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Extremely often,No,No,,No,,I am not sure,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,60f6acaed2336346c8997195
